YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
2003,7,6,101.01,2.95,5.48,0.28,5.2,3.16,5.98,0.29,5.69
2003,7,7,100.99,1.94,3.48,0.75,2.73,2.02,3.71,0.77,2.94
2003,7,8,100.91,6.38,8.32,3.48,4.84,7.06,9.31,3.7,5.61
2003,7,9,100.92,7.93,8.85,7.11,1.74,8.84,9.9,7.86,2.04
2003,7,10,100.94,5.41,8.43,3.73,4.7,5.83,9.31,3.94,5.38
2003,7,11,100.95,3.91,5.86,1.8,4.06,4.15,6.34,1.86,4.47
2003,7,12,101,3.71,4.25,3.34,0.91,3.94,4.53,3.52,1.02
2003,7,13,100.96,4.01,5.41,2.45,2.97,4.27,5.83,2.56,3.27
2003,7,14,100.89,2.38,4.12,0.31,3.81,2.51,4.41,0.32,4.09
2003,7,15,100.88,2.18,3.23,0.2,3.04,2.28,3.42,0.2,3.22
2003,7,16,100.96,1.99,3.38,0.62,2.76,2.09,3.58,0.66,2.92
2003,7,17,100.93,3.8,5.09,2.14,2.95,4.07,5.52,2.25,3.26
2003,7,18,100.68,6.72,8.74,5.34,3.41,7.52,9.99,5.8,4.2
2003,7,19,100.65,8.51,9.38,7.98,1.41,9.66,10.69,9.02,1.67
2003,7,20,100.7,7.49,8.5,6.72,1.77,8.43,9.62,7.48,2.14
2003,7,21,100.64,5.45,7.81,2.58,5.23,6.16,9.18,2.74,6.44
2003,7,22,100.17,13.79,19.12,7.83,11.3,16.62,23.05,9.2,13.85
2003,7,23,100.5,11.58,17.24,8.12,9.12,13.91,20.69,9.43,11.26
2003,7,24,101.08,5.57,7.8,3.49,4.31,6.27,8.98,3.8,5.19
2003,7,25,101.13,3.31,4.15,2.36,1.78,3.55,4.53,2.48,2.05
2003,7,26,101.06,3.79,4.44,2.96,1.48,4.09,4.83,3.14,1.69
2003,7,27,100.97,2.1,2.79,1.36,1.43,2.2,2.95,1.42,1.53
2003,7,28,101.02,3.88,4.95,2.11,2.84,4.12,5.34,2.22,3.12
2003,7,29,100.97,5.09,6.03,4.38,1.64,5.49,6.58,4.7,1.88
2003,7,30,100.77,6.71,7.85,5.61,2.24,7.41,8.76,6.1,2.66
2003,7,31,100.71,4.65,6.7,2.04,4.66,5.05,7.4,2.12,5.27
2003,8,1,100.58,3.3,4.36,0.8,3.57,3.52,4.7,0.84,3.86
2003,8,2,100.43,2.27,4.82,0.2,4.62,2.41,5.19,0.22,4.97
2003,8,3,100.35,4.38,6.67,0.3,6.36,4.71,7.27,0.3,6.95
2003,8,4,100.51,7.27,9.2,4.78,4.42,8.14,10.55,5.13,5.42
2003,8,5,100.36,7.46,10.92,5.41,5.51,8.36,12.44,5.96,6.48
2003,8,6,100.3,4.48,8.53,1.66,6.87,4.85,9.59,1.77,7.83
2003,8,7,100.48,8.5,12.71,6,6.71,9.63,14.73,6.62,8.11
2003,8,8,100.52,10.24,12.26,9.3,2.95,11.62,14.13,10.53,3.6
2003,8,9,100.44,8.71,9.62,7.37,2.25,9.88,10.98,8.31,2.67
2003,8,10,100.48,7.77,9.2,5.74,3.45,8.75,10.52,6.3,4.22
2003,8,11,100.65,6.58,7.68,5.31,2.37,7.29,8.55,5.88,2.67
2003,8,12,100.94,4.38,6.79,2.63,4.16,4.77,7.43,2.84,4.59
2003,8,13,100.94,3.53,5.19,1.66,3.52,3.78,5.6,1.75,3.85
2003,8,14,100.73,5,5.63,4.37,1.27,5.39,6.13,4.67,1.46
2003,8,15,100.55,4.98,5.7,4.38,1.32,5.35,6.17,4.68,1.49
2003,8,16,100.57,3.91,4.88,2.96,1.92,4.14,5.23,3.1,2.12
2003,8,17,100.6,5.28,6.77,4.17,2.59,5.67,7.4,4.39,3.01
2003,8,18,100.19,7.52,10.58,5.35,5.23,8.54,12.39,5.93,6.46
2003,8,19,99.95,10.32,15.53,4.17,11.36,11.88,18.05,4.5,13.55
2003,8,20,100.47,8.46,11.67,6.29,5.39,9.62,13.55,7.04,6.52
2003,8,21,100.87,2.88,5.77,0.23,5.55,3.1,6.4,0.23,6.16
2003,8,22,100.79,6.84,11.82,1.73,10.09,7.85,13.86,1.8,12.05
2003,8,23,100.6,11.6,12.75,10.2,2.55,13.53,14.84,11.82,3.02
2003,8,24,100.92,7.59,11.09,4.98,6.11,8.45,12.8,5.33,7.48
2003,8,25,101.13,4.51,6.88,1.88,5.01,4.85,7.54,1.94,5.6
2003,8,26,101.16,2.66,3.96,0.69,3.27,2.8,4.23,0.72,3.51
2003,8,27,101,3.7,4.32,2.82,1.5,3.95,4.64,2.98,1.66
2003,8,28,100.9,5.2,6.1,4.3,1.81,5.62,6.65,4.59,2.05
2003,8,29,100.97,4.55,6.02,2.96,3.06,4.88,6.55,3.12,3.43
2003,8,30,100.9,2.41,4.68,0.35,4.33,2.59,5.05,0.36,4.7
2003,8,31,100.69,2.67,6.16,0.81,5.35,2.85,6.8,0.82,5.98
2003,9,1,99.99,10.78,16.32,6.22,10.1,12.29,19.12,6.91,12.22
2003,9,2,100.28,9.39,16.52,4.7,11.83,10.8,19.38,5.25,14.12
2003,9,3,100.88,2.92,4.69,0.55,4.13,3.06,5.12,0.57,4.55
2003,9,4,101.02,2.77,4.24,1.22,3.03,2.93,4.55,1.24,3.3
2003,9,5,100.9,6.94,9.2,3.34,5.87,7.7,10.41,3.56,6.84
2003,9,6,100.89,4.26,5.79,2.93,2.86,4.58,6.29,3.09,3.2
2003,9,7,100.82,3.77,4.38,3.22,1.16,4.05,4.73,3.45,1.27
2003,9,8,100.85,2.34,3.77,1.14,2.62,2.45,4.04,1.18,2.86
2003,9,9,100.74,6.32,8.48,3.7,4.77,6.89,9.43,3.91,5.52
2003,9,10,100.59,8.15,9.16,6.83,2.34,9.07,10.3,7.56,2.73
2003,9,11,100.56,7.88,9.1,6.12,2.97,8.8,10.27,6.75,3.52
2003,9,12,100.84,3.84,6.09,1.7,4.39,4.12,6.66,1.75,4.91
2003,9,13,100.94,6.23,8.12,5.09,3.03,6.8,9.06,5.53,3.54
2003,9,14,101.09,5.57,7.89,3.16,4.73,6.07,8.79,3.34,5.45
2003,9,15,101.09,5.17,6.3,4.28,2.02,5.66,6.92,4.63,2.29
2003,9,16,101.05,6.38,6.57,5.91,0.66,7.16,7.39,6.59,0.8
2003,9,17,100.93,7.66,8.2,6.73,1.47,8.7,9.41,7.58,1.83
2003,9,18,100.69,7.12,8.03,6.08,1.95,8.07,9.2,6.77,2.43
2003,9,19,100.68,3.51,5.84,2.54,3.3,3.79,6.45,2.75,3.7
2003,9,20,100.85,3.63,4.41,2.88,1.54,3.96,4.87,3.13,1.73
2003,9,21,100.9,2.03,3.37,0.95,2.41,2.12,3.61,0.98,2.63
2003,9,22,100.85,3.28,4.77,1.95,2.83,3.47,5.09,2.05,3.04
2003,9,23,100.86,5.2,8.31,2.41,5.9,5.61,9.21,2.54,6.66
2003,9,24,100.98,6.84,8.05,4.16,3.89,7.55,9.04,4.48,4.56
2003,9,25,100.94,7.28,7.76,6.7,1.05,8.11,8.7,7.41,1.28
2003,9,26,100.84,6.36,7.62,4.91,2.73,7.05,8.52,5.3,3.21
2003,9,27,100.77,5.2,6.8,4.52,2.28,5.66,7.58,4.89,2.69
2003,9,28,100.79,6.23,7.38,5.65,1.73,6.8,8.1,6.16,1.93
2003,9,29,100.85,7.23,8.07,6.44,1.63,7.95,8.94,7.01,1.93
2003,9,30,101,7.81,8.32,7.21,1.1,8.65,9.28,7.93,1.34
2003,10,1,101.1,7.17,7.71,6.46,1.26,7.94,8.56,7.1,1.46
2003,10,2,101.17,7.62,8.12,6.99,1.13,8.5,9.07,7.76,1.31
2003,10,3,101.21,8.45,9.43,7.17,2.26,9.55,10.67,7.93,2.74
2003,10,4,101.12,11.12,14.98,8.28,6.7,12.84,17.54,9.35,8.19
2003,10,5,100.9,11.1,14.01,6.57,7.44,12.8,16.39,7.48,8.91
2003,10,6,100.93,3.62,9.41,0.55,8.85,3.96,10.78,0.54,10.24
2003,10,7,101.04,2.18,3.55,0.61,2.94,2.3,3.77,0.63,3.14
2003,10,8,101.09,2.5,4.16,0.35,3.81,2.63,4.45,0.37,4.08
2003,10,9,101.12,4.34,5.8,3.23,2.55,4.65,6.34,3.42,2.91
2003,10,10,101.03,5.41,6.02,4.66,1.36,5.87,6.53,5.04,1.48
2003,10,11,100.97,4.75,5.77,4.21,1.55,5.09,6.23,4.47,1.77
2003,10,12,101,4.73,5.13,4.34,0.8,5.05,5.48,4.61,0.87
2003,10,13,101.12,4.48,5.23,3.46,1.77,4.77,5.6,3.64,1.96
2003,10,14,101.19,6.97,8.91,5.15,3.76,7.62,9.89,5.51,4.38
2003,10,15,101.29,10.24,11.81,8.91,2.9,11.53,13.41,9.88,3.52
2003,10,16,101.32,10.95,11.78,10.18,1.6,12.37,13.36,11.44,1.92
2003,10,17,101.27,9.63,10.45,8.81,1.63,10.77,11.69,9.8,1.88
2003,10,18,101.25,11.13,11.97,9.43,2.54,12.65,13.68,10.6,3.08
2003,10,19,101.2,11.8,12.71,10.8,1.91,13.48,14.66,12.27,2.4
2003,10,20,101.13,9.73,11.02,8.48,2.54,10.95,12.49,9.48,3.01
2003,10,21,101.11,7.74,8.94,6.98,1.96,8.56,10,7.65,2.35
2003,10,22,101.22,9.68,10.81,8.65,2.17,10.77,12.17,9.57,2.6
2003,10,23,101.36,11.44,12.38,10.52,1.85,12.91,14.05,11.75,2.29
2003,10,24,101.3,8.99,10.2,7.7,2.51,9.88,11.36,8.34,3.02
2003,10,25,101.32,8.11,9.26,7.4,1.86,8.87,10.24,8.01,2.23
2003,10,26,101.47,8.84,9.52,8.11,1.42,9.73,10.52,8.88,1.66
2003,10,27,101.65,8.01,8.69,7.37,1.32,8.81,9.59,8.09,1.5
2003,10,28,101.71,8.98,10.73,7.05,3.67,10,12.11,7.7,4.41
2003,10,29,101.57,10.99,11.56,10.26,1.3,12.44,13.12,11.55,1.57
2003,10,30,101.3,9.74,10.12,9.2,0.93,10.87,11.27,10.22,1.05
2003,10,31,101.12,9.41,10.44,8.66,1.79,10.61,11.95,9.6,2.34
2003,11,1,100.95,9.98,10.81,9.12,1.69,11.39,12.31,10.44,1.87
2003,11,2,100.65,10.98,14.92,9.02,5.9,12.69,17.53,10.32,7.21
2003,11,3,101.1,5.7,9.95,1.59,8.35,6.26,11.31,1.63,9.69
2003,11,4,101.22,2.59,3.98,1.24,2.74,2.72,4.23,1.25,2.98
2003,11,5,101.31,4.49,5.8,3.31,2.48,4.86,6.38,3.5,2.88
2003,11,6,101.22,7.4,8.1,5.98,2.12,8.37,9.26,6.58,2.68
2003,11,7,101.2,7.83,9.04,5.59,3.45,8.81,10.27,6.2,4.06
2003,11,8,101.16,6.53,7.48,5.34,2.13,7.27,8.38,5.9,2.48
2003,11,9,101.16,7.55,7.85,7.23,0.62,8.49,8.88,8.12,0.75
2003,11,10,101.26,7.37,8.51,6.89,1.61,8.24,9.63,7.66,1.98
2003,11,11,101.45,11.2,13.44,8.7,4.74,12.95,15.6,9.88,5.73
2003,11,12,101.63,12.81,13.43,12.25,1.18,14.77,15.51,14.12,1.39
2003,11,13,101.69,12.73,13.38,12.06,1.32,14.67,15.45,13.82,1.63
2003,11,14,101.57,11.47,12.05,10.65,1.4,13.03,13.76,12.05,1.71
2003,11,15,101.13,9.7,11.6,6.76,4.84,11.12,13.58,7.53,6.05
2003,11,16,101.07,6.72,8.6,3.47,5.13,7.45,9.74,3.72,6.02
2003,11,17,101.27,5.86,7.28,4.32,2.96,6.38,8.05,4.62,3.44
2003,11,18,101.26,5.91,6.6,5.4,1.2,6.67,7.3,6.02,1.28
2003,11,19,101.21,5.85,6.36,4.91,1.45,6.54,7.16,5.41,1.75
2003,11,20,101.09,5.64,6.83,4.76,2.06,6.24,7.52,5.34,2.17
2003,11,21,101.24,4.93,6.8,4.5,2.3,5.41,7.51,4.93,2.58
2003,11,22,101.54,12.22,14.07,7.29,6.78,13.86,16.05,8.07,7.98
2003,11,23,101.72,12.95,13.61,11.99,1.62,14.84,15.5,13.81,1.69
2003,11,24,101.64,10.23,11.81,9.43,2.38,11.72,13.58,10.75,2.83
2003,11,25,101.53,10.85,12.9,9.92,2.98,12.51,14.91,11.43,3.48
2003,11,26,101.41,10.12,12.29,8.65,3.64,11.55,14.15,9.77,4.38
2003,11,27,101.23,9.81,11.75,8.4,3.34,11.09,13.45,9.41,4.04
2003,11,28,101.24,11.6,12.34,10.85,1.48,13.29,14.2,12.37,1.83
2003,11,29,101.27,11.96,12.89,10.69,2.2,13.52,14.74,11.77,2.97
2003,11,30,101.42,9.66,10.54,8.88,1.66,10.53,11.58,9.59,1.98
2003,12,1,101.61,8.3,8.84,7.94,0.91,8.97,9.64,8.57,1.07
2003,12,2,101.6,8.28,9.08,7.33,1.75,8.98,9.89,7.93,1.97
2003,12,3,101.54,8.44,9.23,7.62,1.62,9.24,10.23,8.33,1.9
2003,12,4,101.57,8.88,9.59,8.37,1.23,9.87,10.77,9.27,1.51
2003,12,5,101.61,8.81,9.83,7.83,2.01,9.86,11.07,8.69,2.38
2003,12,6,101.62,8.74,10.24,7.91,2.34,9.8,11.62,8.77,2.85
2003,12,7,101.83,13.41,14.85,10.55,4.3,15.45,17.21,12,5.21
2003,12,8,101.95,13.13,13.98,11.9,2.08,15.02,16.1,13.48,2.62
2003,12,9,101.86,10.91,11.89,10.02,1.87,12.34,13.45,11.3,2.15
2003,12,10,101.67,10.84,11.93,9.46,2.46,12.39,13.7,10.79,2.9
2003,12,11,101.47,7.62,10.83,5.57,5.26,8.58,12.27,6.16,6.12
2003,12,12,101.64,12.84,13.32,11.46,1.86,14.58,15.11,13.02,2.09
2003,12,13,101.73,13.16,13.62,12.72,0.91,14.84,15.43,14.28,1.14
2003,12,14,101.74,13.56,14.23,12.57,1.66,15.34,16.14,14.1,2.04
2003,12,15,101.79,12.8,13.88,12.09,1.78,14.3,15.57,13.43,2.14
2003,12,16,101.69,10.59,12.04,8.97,3.07,11.73,13.41,9.86,3.54
2003,12,17,101.6,8.7,9.34,8.19,1.15,9.55,10.34,8.95,1.4
2003,12,18,101.65,7.49,8.58,6.62,1.96,8.16,9.45,7.19,2.26
2003,12,19,101.94,13.02,15.49,7.23,8.26,14.62,17.55,7.83,9.73
2003,12,20,102.26,13.84,14.8,12.81,1.99,15.5,16.65,14.29,2.37
2003,12,21,102.15,11.98,12.93,10.48,2.45,13.41,14.51,11.65,2.86
2003,12,22,101.95,9.43,10.09,8.95,1.14,10.44,11.19,9.88,1.3
2003,12,23,101.73,8.86,9.41,8.02,1.38,9.85,10.48,8.86,1.62
2003,12,24,101.63,8.41,8.79,7.8,0.99,9.27,9.77,8.52,1.25
2003,12,25,101.55,6.78,7.54,6.01,1.53,7.34,8.23,6.45,1.78
2003,12,26,101.6,10.87,14.73,7.34,7.39,12.2,16.76,7.99,8.77
2003,12,27,102.11,13.6,15.02,12.62,2.41,15.28,17.02,14.09,2.94
2003,12,28,102.27,11.18,12.53,10.08,2.45,12.5,14.05,11.19,2.87
2003,12,29,102.18,9.22,9.93,8.38,1.55,10.24,11.05,9.27,1.79
2003,12,30,101.95,8.4,9.32,7.16,2.16,9.36,10.46,7.9,2.56
2003,12,31,101.73,6.9,8.77,5.77,3.01,7.59,9.78,6.25,3.53
2004,1,1,101.65,7.94,9.66,6.66,2.99,8.8,10.85,7.29,3.56
2004,1,2,101.65,6.73,8.44,5.9,2.54,7.44,9.41,6.43,2.98
2004,1,3,101.74,9.23,9.79,8.26,1.53,10.38,11.05,9.15,1.91
2004,1,4,101.81,8.92,9.3,8.4,0.9,10.13,10.54,9.51,1.02
2004,1,5,101.8,7.16,8.84,5.9,2.95,7.99,10.05,6.52,3.55
2004,1,6,101.73,6.8,8.99,5.78,3.21,7.5,10.07,6.32,3.74
2004,1,7,101.86,8.89,9.48,8.31,1.16,9.96,10.63,9.28,1.35
2004,1,8,102.04,8.62,8.96,8.13,0.83,9.7,10.11,9.15,0.96
2004,1,9,102.05,8.49,8.92,7.97,0.95,9.52,10.05,8.91,1.14
2004,1,10,101.87,7.61,9.25,6.55,2.7,8.49,10.45,7.23,3.22
2004,1,11,101.7,5.05,8.22,2.44,5.78,5.52,9.12,2.55,6.57
2004,1,12,101.63,7.83,8.77,6.31,2.46,8.69,9.8,6.95,2.85
2004,1,13,101.64,11.7,12.9,8.7,4.2,13.12,14.49,9.65,4.84
2004,1,14,101.77,10.95,12.01,10.1,1.91,12.2,13.4,11.2,2.19
2004,1,15,101.64,8.88,10.2,7.51,2.7,10.05,11.61,8.52,3.09
2004,1,16,101.44,5.16,7.94,2.2,5.74,5.91,8.81,2.43,6.38
2004,1,17,101.56,9.56,10.69,7.97,2.72,10.59,11.84,8.83,3.01
2004,1,18,101.48,7.37,10,5.8,4.2,8.04,11.02,6.29,4.73
2004,1,19,101.42,7.53,10.33,4.02,6.3,8.16,11.33,4.22,7.12
2004,1,20,101.41,7.33,9.01,4.21,4.8,7.92,9.83,4.38,5.45
2004,1,21,101.57,9.04,10.38,5.93,4.45,9.72,11.23,6.21,5.02
2004,1,22,101.76,10.31,11.15,9.7,1.45,11.23,12.16,10.52,1.64
2004,1,23,101.63,7.98,9.88,5.73,4.16,8.66,10.84,6.09,4.77
2004,1,24,101.76,11.11,12.59,9.27,3.31,12.2,13.79,10.16,3.62
2004,1,25,102,11.97,12.88,10.84,2.04,13.09,14.14,11.75,2.38
2004,1,26,101.81,8.93,10.78,7.01,3.77,9.7,11.79,7.56,4.23
2004,1,27,101.57,7.09,9.01,5.7,3.3,7.65,9.83,6.05,3.77
2004,1,28,101.42,9.16,10.36,8.05,2.31,10.02,11.37,8.71,2.66
2004,1,29,101.17,5.63,8.31,1.55,6.76,6.2,9.15,1.66,7.48
2004,1,30,101.41,7.68,8.48,6.9,1.57,8.35,9.3,7.45,1.84
2004,1,31,101.49,8.34,9.23,7.55,1.69,9.11,10.16,8.18,1.98
2004,2,1,101.28,6.17,7.38,5.43,1.95,6.67,8.04,5.86,2.19
2004,2,2,101.12,3.53,5.48,1.19,4.29,3.78,5.91,1.24,4.67
2004,2,3,101.23,5.81,8.52,0.14,8.38,6.23,9.22,0.17,9.05
2004,2,4,101.41,8.77,9.45,7.38,2.06,9.56,10.32,7.95,2.37
2004,2,5,101.57,9.77,13.23,4.85,8.37,10.75,14.72,5.12,9.6
2004,2,6,101.93,12.03,12.51,11.12,1.38,13.39,13.94,12.32,1.62
2004,2,7,102.01,12.63,13.45,11.47,1.98,14.25,15.22,12.88,2.34
2004,2,8,101.71,7.66,11.02,3.88,7.14,8.53,12.37,4.11,8.26
2004,2,9,101.76,9.89,13.1,3.55,9.55,11.01,14.77,3.71,11.05
2004,2,10,102.04,12.14,12.94,11.42,1.52,13.71,14.64,12.95,1.69
2004,2,11,101.96,10.44,11.34,9.38,1.96,11.75,12.84,10.5,2.34
2004,2,12,101.91,8.79,9.73,7.86,1.88,9.77,10.88,8.67,2.21
2004,2,13,101.66,6.89,8.46,5.39,3.06,7.57,9.38,5.86,3.52
2004,2,14,101.48,6.13,8.67,4.5,4.17,6.66,9.64,4.81,4.84
2004,2,15,101.64,9.22,10.05,8.62,1.42,10.24,11.2,9.56,1.64
2004,2,16,101.83,8.99,9.96,7.54,2.42,9.88,11.08,8.14,2.94
2004,2,17,101.6,7.34,7.93,6.41,1.52,7.93,8.61,6.9,1.71
2004,2,18,101.47,7.14,8.05,6.4,1.66,7.75,8.84,6.9,1.94
2004,2,19,101.54,7.15,8.3,6.16,2.12,7.84,9.22,6.71,2.52
2004,2,20,101.66,8.46,9.84,7.27,2.56,9.42,11.08,8.02,3.06
2004,2,21,101.36,6.17,8.98,3.88,5.12,6.91,10.12,4.29,5.83
2004,2,22,101.21,5.24,10.3,0.41,9.88,5.86,11.94,0.61,11.33
2004,2,23,101.58,13.02,14.22,11.61,2.61,14.79,16.27,13.05,3.21
2004,2,24,101.45,9.01,11.38,6.67,4.7,10.09,12.78,7.41,5.37
2004,2,25,101.24,7.19,8.24,5.09,3.15,7.92,9.11,5.53,3.59
2004,2,26,101.38,7.78,8.69,7.03,1.66,8.52,9.59,7.63,1.95
2004,2,27,101.55,8.52,9.38,7.64,1.74,9.45,10.46,8.41,2.05
2004,2,28,101.47,8.59,9.15,7.69,1.45,9.62,10.23,8.55,1.68
2004,2,29,101.28,4.88,8.04,2.08,5.96,5.34,9.02,2.27,6.76
2004,3,1,101.02,1.89,4.71,0.37,4.34,1.98,5.13,0.37,4.76
2004,3,2,100.97,2.77,4.23,1.45,2.78,2.89,4.47,1.48,2.99
2004,3,3,101.1,6.35,10.17,2.12,8.05,6.83,11.16,2.16,9
2004,3,4,101.39,8.9,9.83,7.91,1.92,9.62,10.69,8.46,2.23
2004,3,5,101.46,8.84,9.83,7.19,2.65,9.73,10.82,7.96,2.86
2004,3,6,101.61,10.39,16.05,4.66,11.39,11.67,18.26,5.04,13.22
2004,3,7,102.31,15.13,16.39,14.11,2.28,17.09,18.55,15.89,2.66
2004,3,8,102.33,11.23,13.87,9.29,4.58,12.43,15.6,10.2,5.4
2004,3,9,101.8,8.28,8.91,7.55,1.36,9.05,9.77,8.2,1.57
2004,3,10,101.42,7.62,8.59,6.84,1.76,8.39,9.6,7.41,2.2
2004,3,11,101.33,6.66,8.55,5.02,3.53,7.3,9.55,5.4,4.16
2004,3,12,101.39,3.67,6.61,0.36,6.24,3.94,7.21,0.36,6.86
2004,3,13,101.45,4.44,5.56,2.97,2.59,4.73,5.99,3.13,2.86
2004,3,14,101.47,4.88,6.99,3.34,3.65,5.23,7.63,3.52,4.11
2004,3,15,101.42,9.48,10.08,7.38,2.7,10.59,11.3,8.09,3.21
2004,3,16,101.35,7.95,8.99,7.21,1.78,8.88,10.02,8.05,1.97
2004,3,17,101.36,7.27,8.28,6.37,1.91,8.12,9.33,7.06,2.27
2004,3,18,101.38,8.44,9.8,7.45,2.35,9.5,11.08,8.37,2.71
2004,3,19,101.22,9.16,9.81,8.65,1.16,10.37,11.1,9.84,1.26
2004,3,20,101.03,8.59,9.61,7.97,1.64,9.76,11.05,9.03,2.02
2004,3,21,100.95,7.63,9.48,6.5,2.98,8.69,10.9,7.3,3.59
2004,3,22,100.95,9.12,11.6,6.04,5.56,10.4,13.23,6.69,6.53
2004,3,23,101.05,9.07,11.39,7.57,3.82,10.13,12.91,8.38,4.53
2004,3,24,101.04,7.46,8.42,6.72,1.71,8.2,9.34,7.34,2
2004,3,25,100.96,3.65,6.7,1.45,5.25,3.88,7.3,1.52,5.77
2004,3,26,101.17,4.69,8.8,2.2,6.59,5.02,9.69,2.28,7.41
2004,3,27,101.4,5.03,8.33,2.38,5.94,5.37,9.12,2.43,6.69
2004,3,28,101.36,3.5,4.73,2,2.73,3.66,5.02,2.05,2.97
2004,3,29,101.34,2.8,4.3,1.42,2.88,2.93,4.55,1.46,3.09
2004,3,30,101.38,2.84,5.84,0.22,5.62,3.02,6.27,0.21,6.06
2004,3,31,101.48,6.37,7.41,5.7,1.7,6.92,8.04,6.2,1.84
2004,4,1,101.39,4.29,5.82,0.92,4.9,4.65,6.34,0.98,5.36
2004,4,2,101.44,6.98,10.5,3.27,7.23,7.7,11.76,3.48,8.28
2004,4,3,101.42,5.88,9.41,2.92,6.48,6.51,10.52,3.13,7.38
2004,4,4,101.5,10.23,11.78,4.8,6.98,11.32,13.16,5.16,8.02
2004,4,5,101.49,9.27,11.05,8.05,3,10.11,12.26,8.73,3.52
2004,4,6,101.31,7,7.8,6.18,1.62,7.6,8.46,6.66,1.8
2004,4,7,101.27,6.22,7.3,5.7,1.59,6.84,8.1,6.27,1.84
2004,4,8,101.21,5.91,9.87,3.65,6.23,6.41,10.79,3.94,6.85
2004,4,9,101.33,8.11,9.18,7.12,2.06,8.84,9.98,7.7,2.27
2004,4,10,101.29,5.3,7.09,4.18,2.91,5.67,7.7,4.42,3.28
2004,4,11,101.14,4.79,5.42,4.2,1.23,5.11,5.8,4.44,1.38
2004,4,12,100.98,3.52,4.64,2.19,2.46,3.72,4.94,2.27,2.66
2004,4,13,100.91,3.02,4.12,2.09,2.04,3.18,4.41,2.16,2.24
2004,4,14,101,4.52,5.34,3.15,2.19,4.81,5.71,3.3,2.41
2004,4,15,101.04,3.15,5.02,0.19,4.84,3.33,5.34,0.22,5.12
2004,4,16,101.05,2.37,4.09,1.34,2.76,2.47,4.3,1.36,2.95
2004,4,17,100.96,3.36,4.25,1.98,2.27,3.55,4.49,2.09,2.4
2004,4,18,100.95,4.41,6.08,2.34,3.74,4.79,6.7,2.44,4.26
2004,4,19,101.19,1.91,2.8,0.2,2.59,1.98,2.93,0.21,2.72
2004,4,20,101.34,3.43,5.41,0.17,5.23,3.66,5.83,0.19,5.65
2004,4,21,101.19,5.02,6.46,4.02,2.44,5.42,7.09,4.31,2.78
2004,4,22,100.94,4.2,6.75,1.66,5.09,4.54,7.41,1.75,5.66
2004,4,23,100.95,2.84,3.77,1.68,2.09,2.98,4.01,1.73,2.27
2004,4,24,101.16,3.34,7.04,0.48,6.55,3.58,7.67,0.52,7.15
2004,4,25,101.21,5.87,6.8,4.98,1.83,6.34,7.41,5.34,2.07
2004,4,26,101.09,5.27,6.65,3.98,2.67,5.73,7.34,4.26,3.08
2004,4,27,101.06,5.38,7.29,3.79,3.5,5.81,7.92,4.03,3.9
2004,4,28,101.25,9.28,10.27,7.6,2.67,10.25,11.41,8.26,3.15
2004,4,29,101.15,8.52,8.89,7.94,0.95,9.45,9.92,8.67,1.25
2004,4,30,100.98,7.13,7.7,6.26,1.44,7.98,8.6,6.92,1.68
2004,5,1,100.98,7.8,8.88,7.05,1.83,8.76,10.06,7.87,2.2
2004,5,2,101.12,8.2,8.94,7.12,1.82,9.24,10.16,7.91,2.24
2004,5,3,101.03,7.58,8.79,6.52,2.27,8.42,9.9,7.16,2.73
2004,5,4,100.97,4.55,7.37,2.23,5.14,4.92,8.18,2.34,5.84
2004,5,5,101.02,4.75,5.65,3.66,1.98,5.1,6.12,3.88,2.23
2004,5,6,101.2,5.55,6.77,4.56,2.21,6.08,7.53,4.95,2.58
2004,5,7,101.06,7,8.42,5.66,2.76,7.88,9.59,6.3,3.28
2004,5,8,100.84,6.2,8.84,2.12,6.72,6.94,10,2.24,7.77
2004,5,9,100.93,2.09,3.01,0.7,2.3,2.17,3.16,0.73,2.43
2004,5,10,101.02,3.5,5.92,0.61,5.32,3.73,6.42,0.61,5.8
2004,5,11,100.95,5.52,7.07,4.41,2.66,5.96,7.75,4.72,3.03
2004,5,12,100.75,6.05,7.16,5.14,2.02,6.61,7.85,5.58,2.28
2004,5,13,100.76,5.99,6.96,4.6,2.36,6.6,7.73,5,2.73
2004,5,14,101.03,6.98,7.59,6.38,1.21,7.77,8.55,7.02,1.53
2004,5,15,101.05,7.11,7.94,6.48,1.46,7.93,8.97,7.19,1.77
2004,5,16,100.98,6.67,7.76,5.45,2.3,7.48,8.7,6.03,2.67
2004,5,17,100.9,7.49,8.16,6.34,1.82,8.39,9.13,7.02,2.12
2004,5,18,100.52,8.55,9.17,7.48,1.7,9.59,10.4,8.32,2.08
2004,5,19,100.4,8.43,9.35,6.95,2.41,9.42,10.52,7.67,2.85
2004,5,20,100.44,6.65,8.08,4.59,3.49,7.52,9.46,4.94,4.52
2004,5,21,100.35,9.35,11.66,7.19,4.46,10.75,13.57,8.21,5.36
2004,5,22,100.33,10.49,13.55,8.27,5.27,12.05,15.87,9.16,6.7
2004,5,23,100.57,6.93,12.41,0.71,11.7,7.91,14.27,0.93,13.34
2004,5,24,100.91,4.38,6.97,1.27,5.7,4.82,7.79,1.2,6.58
