YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,WS2M,ALLSKY_KT,ALLSKY_NKT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
2016,7,26,7.31,7.65,2.58,0.67,0.78,427.23,146.48,151.6,19.48,0.57,2.98
2016,7,27,7.23,7.65,2.98,0.67,0.77,426.05,144.89,151.27,19.3,0.56,2.95
2016,7,28,7.06,7.69,3.47,0.66,0.76,428.45,141.49,151.82,18.96,0.55,2.92
2016,7,29,7.17,7.58,3.01,0.66,0.77,423.84,143.22,149.38,19,0.56,2.95
2016,7,30,6.85,7.61,3.26,0.63,0.73,424.02,137.09,149.6,18.35,0.53,2.77
2016,7,31,2.42,7.47,8.48,0.23,0.26,440.02,51.93,149.12,7.8,0.23,1.21
2016,8,1,4.64,7.09,8.56,0.43,0.5,439.52,95.89,140.19,13.36,0.41,2.12
2016,8,2,6.71,7.33,4.37,0.62,0.72,431.48,134.56,144.74,17.83,0.52,2.73
2016,8,3,6.68,7.53,2.96,0.62,0.72,431.73,134.52,149.14,18.12,0.54,2.81
2016,8,4,7.22,7.52,1.96,0.67,0.78,426.72,143.76,147.97,18.98,0.55,2.87
2016,8,5,6.73,7.51,3.52,0.62,0.73,430.06,135.16,148.03,18.12,0.53,2.73
2016,8,6,4.04,6.57,5.84,0.38,0.44,439.56,82.57,126.92,11.33,0.33,1.69
2016,8,7,4.26,6.79,6.7,0.4,0.46,439.58,87.16,131.85,11.88,0.35,1.8
2016,8,8,5.51,7.03,7.29,0.52,0.59,441.22,111.52,138.08,15.05,0.45,2.32
2016,8,9,5.55,7.01,5.98,0.52,0.6,439.61,111.99,136.9,15,0.43,2.23
2016,8,10,5.95,7.2,5.38,0.55,0.65,435.04,120.31,142.39,16.23,0.48,2.54
2016,8,11,3.99,7.21,7.22,0.38,0.44,442.98,84.39,143.73,12.22,0.38,1.93
2016,8,12,1.26,7.31,6.01,0.12,0.14,441.02,28.29,145.23,4.45,0.12,0.66
2016,8,13,4.87,7.21,6.33,0.46,0.53,438.38,100.95,143.16,14.18,0.44,2.27
2016,8,14,4.06,7.19,5.42,0.38,0.45,438.41,84.77,142.54,12.16,0.38,1.99
2016,8,15,2.28,7.11,6.27,0.21,0.25,440.49,50.19,140.93,7.64,0.25,1.29
2016,8,16,2.83,7.33,8.38,0.27,0.31,440.16,61.65,146.35,9.36,0.29,1.47
2016,8,17,3.84,7.12,7.38,0.36,0.42,445.45,81.29,140.99,11.76,0.37,1.87
2016,8,18,3.71,6.99,5.95,0.35,0.41,444.02,78.25,138.4,11.29,0.34,1.73
2016,8,19,5.65,7.11,4.51,0.54,0.62,437.05,114.86,140.8,15.59,0.46,2.4
2016,8,20,6.77,7.28,3.05,0.64,0.75,430.55,135.69,144.23,18.12,0.53,2.78
2016,8,21,6.78,7.24,3.14,0.65,0.75,427.73,134.73,141.84,17.7,0.52,2.68
2016,8,22,6.71,7.39,4.55,0.64,0.75,435.72,134.57,146.03,18.08,0.53,2.79
2016,8,23,6.2,7.33,4,0.59,0.7,437.23,126.62,146.79,17.37,0.53,2.77
2016,8,24,6.71,7.26,1.95,0.64,0.75,430.84,134.74,143.73,17.89,0.54,2.84
2016,8,25,5.95,7.11,4.54,0.57,0.66,436.02,120.4,140.7,16.09,0.47,2.44
2016,8,26,5.45,7.12,5.76,0.52,0.62,442.09,111.41,141.25,15.36,0.47,2.41
2016,8,27,5.74,7.04,5.07,0.55,0.65,438.7,115.9,138.56,15.59,0.46,2.39
2016,8,28,5.77,7.15,7.12,0.55,0.66,438.91,117.8,142.36,16.16,0.48,2.52
2016,8,29,1.19,6.95,7.29,0.12,0.13,438.18,27.02,137.48,4.23,0.12,0.61
2016,8,30,4.11,6.96,7.73,0.4,0.47,441.29,86.23,138.2,12.38,0.39,1.99
2016,8,31,1.41,6.71,8.52,0.14,0.16,440.59,32.06,132.31,5,0.14,0.73
2016,9,1,4.37,6.95,8.05,0.42,0.5,444.39,90.39,137.7,12.74,0.39,2.01
2016,9,2,2.22,6.88,8.17,0.22,0.26,443.47,48.94,136.41,7.51,0.23,1.18
2016,9,3,0.87,6.75,7.53,0.09,0.1,442.63,19.79,133.45,3.06,0.09,0.44
2016,9,4,2.18,6.73,6.05,0.21,0.25,441.98,47.79,132.99,7.27,0.21,1.07
2016,9,5,3.81,6.63,7.24,0.38,0.44,438.95,79.23,130.95,11.2,0.34,1.71
2016,9,6,5.24,6.8,6.2,0.52,0.61,436.14,105.73,134.41,14.28,0.43,2.2
2016,9,7,4.65,6.82,5.77,0.46,0.55,435.36,95.08,134.53,13.23,0.41,2.1
2016,9,8,6.15,6.95,4.26,0.61,0.72,429.85,122.98,137.64,16.41,0.48,2.53
2016,9,9,6.55,7.06,2.27,0.65,0.77,424.63,130.86,139.95,17.41,0.52,2.73
2016,9,10,6.63,7.09,2.77,0.66,0.78,425.95,132.35,140.65,17.6,0.52,2.73
2016,9,11,7.01,7.17,4.61,0.7,0.83,419.1,138.74,141.38,18.3,0.54,2.86
2016,9,12,6.43,7.07,3.73,0.64,0.77,422.05,127.79,139.48,17.02,0.51,2.66
2016,9,13,2.63,6.85,9.26,0.27,0.31,437.91,55.67,136.69,8.15,0.23,1.2
2016,9,14,0.88,6.63,12.5,0.09,0.11,440.46,19.79,131.67,3.1,0.09,0.45
2016,9,15,5.16,6.87,4.77,0.52,0.62,434.67,104.72,136.24,14.5,0.43,2.2
2016,9,16,4.04,6.89,4.88,0.41,0.49,433.23,83.95,137.18,11.9,0.36,1.82
2016,9,17,2.95,6.41,5.52,0.3,0.36,433.52,62.52,125.26,9.03,0.27,1.37
2016,9,18,2.38,6.58,5.06,0.24,0.29,441.05,51.91,130.55,7.86,0.23,1.21
2016,9,19,3.43,6.59,1.88,0.35,0.42,435.87,71.84,130.16,10.38,0.3,1.49
2016,9,20,4.15,6.6,4.28,0.43,0.51,436.48,85.68,130.84,12.19,0.37,1.86
2016,9,21,5.17,6.74,5.02,0.53,0.64,438.48,105.46,134.52,14.57,0.43,2.23
2016,9,22,4.93,6.73,4.48,0.51,0.61,430.26,100.09,133.73,13.88,0.4,2.04
2016,9,23,5.47,6.73,4.57,0.56,0.68,427.4,110.17,133.7,14.94,0.44,2.21
2016,9,24,4.43,6.71,7.17,0.46,0.55,439.29,91.2,133.38,12.95,0.38,1.96
2016,9,25,5.6,6.74,7.29,0.59,0.7,435.09,112.59,133.55,15.21,0.44,2.23
2016,9,26,5.08,6.46,8.45,0.53,0.64,434,101.93,127.16,13.82,0.4,2.02
2016,9,27,1.26,6.1,10.81,0.13,0.16,438.3,28.23,120.03,4.38,0.12,0.64
2016,9,28,4.44,6.24,7.73,0.47,0.57,434,89.2,121.78,12.16,0.35,1.81
2016,9,29,5.26,6.23,4.23,0.55,0.67,432.35,104.29,121.95,13.87,0.4,2.07
2016,9,30,4.76,6.44,5.95,0.51,0.62,431.17,96.7,127.84,13.23,0.39,1.99
2016,10,1,4.39,6.46,6.35,0.47,0.57,434.93,90.01,128.84,12.67,0.38,1.9
2016,10,2,4.36,6.46,4.79,0.47,0.57,432.22,88.92,128.58,12.61,0.37,1.88
2016,10,3,5.69,6.46,2.59,0.61,0.74,419.62,113.27,127.61,14.99,0.43,2.23
2016,10,4,5.32,6.33,1.8,0.58,0.7,421.63,105.88,124.57,14.04,0.41,2.08
2016,10,5,5.72,6.38,5.7,0.62,0.76,421.59,112.8,125.06,14.93,0.43,2.24
2016,10,6,1.66,6.24,7.02,0.18,0.22,438.23,36.36,123.95,5.62,0.16,0.83
2016,10,7,1.48,5.9,7.39,0.16,0.2,437.82,32.41,116.41,4.94,0.13,0.7
2016,10,8,2.96,5.91,7.84,0.33,0.4,436.07,62.01,116.62,8.87,0.27,1.34
2016,10,9,1.9,5.84,5.4,0.21,0.26,435.48,41.23,115.14,6.19,0.19,0.94
2016,10,10,2.37,5.95,4.99,0.27,0.32,436.88,51.05,118.12,7.58,0.23,1.13
2016,10,11,5.58,6.24,5.66,0.62,0.77,427.42,111.7,124.42,14.8,0.41,2.16
2016,10,12,5.47,6.4,6.52,0.61,0.76,418.4,107.8,125.27,14.3,0.4,2.07
2016,10,13,4.05,6.22,6.41,0.45,0.56,431.7,81.93,122.58,11.49,0.32,1.66
2016,10,14,4.98,6.15,6.6,0.56,0.7,435.47,100.09,121.61,13.44,0.38,1.95
2016,10,15,4.43,6.1,8.6,0.5,0.62,434.49,90.02,121.34,12.38,0.34,1.74
2016,10,16,3.75,5.97,10.63,0.43,0.53,439.05,77.59,119.59,11.05,0.31,1.62
2016,10,17,3.62,5.99,7.84,0.41,0.52,437.44,74.57,119.81,10.63,0.3,1.58
2016,10,18,5.56,6.13,6.62,0.64,0.8,425.46,109.95,120.82,14.42,0.39,2
2016,10,19,4.33,5.88,9.64,0.5,0.62,434.27,87.59,117.08,11.96,0.33,1.7
2016,10,20,2.74,5.74,15.06,0.32,0.4,443.7,57.72,114.88,8.58,0.25,1.29
2016,10,21,4.95,5.68,5.98,0.58,0.72,431.83,98.77,112.8,12.98,0.36,1.89
2016,10,22,5.79,5.95,4.91,0.68,0.85,424.63,114.52,118.18,14.84,0.4,2.08
2016,10,23,5.9,5.98,2.45,0.7,0.87,416.05,116.23,118.45,14.97,0.4,2.05
2016,10,24,5.05,5.91,3.23,0.59,0.75,427,100.84,116.91,13.34,0.37,1.91
2016,10,25,5.9,6,4.95,0.7,0.88,406.66,114.93,117.43,14.77,0.39,2.03
2016,10,26,5.46,5.85,5.19,0.65,0.82,419.6,107.57,115.27,13.95,0.37,1.91
2016,10,27,5.52,5.84,5.7,0.66,0.84,420.16,108.45,115.07,14.02,0.38,1.94
2016,10,28,5.73,5.88,6.04,0.69,0.88,413.98,111.75,115.23,14.35,0.38,1.97
2016,10,29,4.23,5.72,7.05,0.51,0.65,436.34,84.66,113.53,11.52,0.32,1.69
2016,10,30,2.78,5.51,9.66,0.34,0.43,439.94,58.25,109.35,8.48,0.24,1.26
2016,10,31,4.09,5.58,9.07,0.5,0.63,440.48,82.91,110.71,11.3,0.3,1.59
2016,11,1,4.37,5.52,10.95,0.54,0.68,434.48,87.58,109.02,11.77,0.3,1.62
2016,11,2,3.64,5.45,11.12,0.45,0.57,433.86,73.64,107.02,10.13,0.27,1.41
2016,11,3,4.19,5.43,9.91,0.52,0.66,425.22,82.98,105.79,11.09,0.29,1.52
2016,11,4,4.23,5.48,6.26,0.52,0.67,419.58,84.15,107.67,11.28,0.29,1.52
2016,11,5,5.06,5.48,3.48,0.63,0.81,410.45,98.97,106.88,12.7,0.32,1.67
2016,11,6,5.14,5.49,5.55,0.65,0.83,406.92,100.09,107.1,12.83,0.33,1.7
2016,11,7,5.27,5.5,6.52,0.66,0.85,399.66,101.89,106.77,12.99,0.33,1.67
2016,11,8,3.3,5.42,4.8,0.42,0.54,421.66,66.2,105.49,9.11,0.24,1.27
2016,11,9,3.16,5.25,7.83,0.41,0.52,433.55,64.68,103.02,9.05,0.25,1.32
2016,11,10,4.27,5.33,6.87,0.55,0.7,428.09,85.72,105.23,11.41,0.29,1.54
2016,11,11,2.56,5.26,7.44,0.33,0.43,434.11,53.32,103.98,7.71,0.21,1.11
2016,11,12,5.03,5.35,7.55,0.65,0.84,414.27,98.94,105.66,12.78,0.33,1.73
2016,11,13,4.89,5.37,7.13,0.63,0.82,407.65,95.66,104.91,12.35,0.33,1.73
2016,11,14,5.36,5.39,6.02,0.7,0.91,401.35,103.06,104.42,13.01,0.34,1.73
2016,11,15,5.08,5.34,7.69,0.66,0.87,416.33,99.23,104.88,12.69,0.33,1.72
2016,11,16,4.57,5.16,8.84,0.6,0.78,418.75,90.52,101.98,11.78,0.31,1.7
2016,11,17,3.09,5.09,7.96,0.41,0.53,429.61,63.13,101.35,8.95,0.24,1.33
2016,11,18,4.11,5.12,7.71,0.55,0.71,431.09,82.41,102.19,10.97,0.29,1.56
2016,11,19,4.48,5.15,6.47,0.59,0.78,425.23,89.07,102.25,11.71,0.33,1.78
2016,11,20,4.59,5.15,6.24,0.61,0.8,419.79,91.12,102.25,11.86,0.31,1.65
2016,11,21,4.55,5.11,5.4,0.61,0.8,416.72,90.59,101.59,11.73,0.32,1.73
2016,11,22,4.29,5.11,5.39,0.58,0.76,423.26,85.35,101.49,11.16,0.3,1.64
2016,11,23,2.78,5.07,5.04,0.38,0.49,434.95,56.85,100.53,8.12,0.23,1.27
2016,11,24,2.91,4.95,8.85,0.39,0.52,430.12,59.57,98.51,8.36,0.24,1.33
2016,11,25,2.89,4.93,10.57,0.39,0.52,426.84,58.75,97.28,8.35,0.23,1.32
2016,11,26,1.83,4.77,8.8,0.25,0.33,429.07,38.91,94.34,5.83,0.17,0.98
2016,11,27,1.31,4.78,6.66,0.18,0.23,431.47,28.7,95.66,4.45,0.13,0.72
2016,11,28,1.56,4.66,12.8,0.21,0.28,425.41,33.43,92.36,5.04,0.13,0.73
2016,11,29,1.73,4.58,10.78,0.24,0.32,430.23,36.13,89.36,5.36,0.14,0.76
2016,11,30,1.58,4.83,8.13,0.22,0.29,430.73,33.96,96.02,5.18,0.15,0.81
2016,12,1,3.96,4.89,8.06,0.55,0.73,425.69,79.43,97.45,10.5,0.3,1.62
2016,12,2,2.62,4.86,9.66,0.37,0.48,430.43,54.03,96.62,7.77,0.21,1.12
2016,12,3,2.99,4.89,6.96,0.41,0.55,428.1,61.3,97.34,8.51,0.21,1.14
2016,12,4,4.16,4.9,5.93,0.58,0.77,419.47,82.64,96.98,10.66,0.26,1.34
2016,12,5,3.57,4.83,5.81,0.5,0.66,411.77,70.57,94.89,9.52,0.23,1.19
2016,12,6,1.82,4.8,10.02,0.26,0.34,427.84,38.27,94.81,5.77,0.16,0.82
2016,12,7,3.76,4.43,9.38,0.53,0.7,416.42,73.2,85.72,9.4,0.23,1.21
2016,12,8,2.66,4.57,8.31,0.38,0.5,427.1,53.87,89.8,7.51,0.19,0.99
2016,12,9,1.93,4.69,8.25,0.27,0.37,429.05,40.84,93.1,6.06,0.16,0.9
2016,12,10,3.01,4.76,9.99,0.43,0.57,422.67,60.37,93.82,8.4,0.23,1.28
2016,12,11,3.7,4.76,9.91,0.52,0.7,418.31,73.61,93.16,9.8,0.27,1.49
2016,12,12,4.01,4.78,8.12,0.57,0.77,422.26,79.97,94.46,10.44,0.24,1.25
2016,12,13,3.41,4.8,6.1,0.48,0.65,422.46,68.69,95.13,9.34,0.24,1.31
2016,12,14,2.45,4.62,9.05,0.35,0.47,423.85,49.38,90.16,7.02,0.19,0.99
2016,12,15,2.52,4.47,10.19,0.36,0.48,417.98,50.52,86.68,7.09,0.2,1.05
2016,12,16,2.62,4.45,10.88,0.38,0.5,411.23,52.02,85.24,7.2,0.2,1.06
2016,12,17,2.21,4.4,9.7,0.31,0.42,411.1,44.8,84.2,6.39,0.16,0.89
2016,12,18,2.85,4.75,7.95,0.41,0.55,409.19,57.5,93.21,8.01,0.21,1.16
2016,12,19,3.23,4.77,6.89,0.46,0.62,419.45,64.93,94.5,8.93,0.23,1.29
2016,12,20,3.87,4.76,7.02,0.55,0.74,423.44,77.26,94.94,10.09,0.27,1.48
2016,12,21,4.04,4.75,7.76,0.58,0.77,422.05,80.49,94.65,10.52,0.29,1.59
2016,12,22,3.34,4.78,5.61,0.48,0.64,427.52,67.31,95.2,9.09,0.23,1.26
2016,12,23,1.19,4.63,11.44,0.17,0.23,428.71,25.32,90.66,3.92,0.1,0.53
2016,12,24,1.85,4.6,10.95,0.27,0.35,428.91,37.9,88.65,5.6,0.15,0.78
2016,12,25,3.38,4.77,9.41,0.48,0.65,411.91,65.67,91.52,8.84,0.22,1.18
2016,12,26,2.56,4.7,9.84,0.37,0.49,424.63,51.91,92.67,7.43,0.2,1.04
2016,12,27,1.88,4.47,11.25,0.27,0.36,420.42,39.1,88.71,5.76,0.17,0.95
2016,12,28,1.48,4.43,11.66,0.21,0.28,413.88,31.13,86.12,4.7,0.13,0.7
2016,12,29,1.64,4.39,12.21,0.23,0.31,412.22,34.29,85.58,5.09,0.14,0.77
2016,12,30,1.41,4.61,10.52,0.2,0.27,418.02,29.84,90.44,4.58,0.13,0.7
2016,12,31,3.4,4.71,9.44,0.48,0.64,417.34,67.38,92.1,9.03,0.23,1.26
2017,1,1,4.21,4.8,9.28,0.59,0.8,404.49,82.25,93.7,10.57,0.27,1.43
2017,1,2,4.46,4.96,7.66,0.62,0.84,391.81,85.96,96.03,10.99,0.28,1.46
2017,1,3,4.63,5.03,8.32,0.65,0.88,382.52,88.34,96.41,11.23,0.29,1.55
2017,1,4,4.72,5.04,8.14,0.66,0.88,381.73,90.23,96.85,11.42,0.3,1.58
2017,1,5,4.82,5.04,7.43,0.67,0.9,381.51,91.78,96.76,11.55,0.3,1.53
2017,1,6,4.72,5,6.95,0.66,0.88,384.31,90.3,96.3,11.41,0.29,1.53
2017,1,7,4.19,4.95,6.31,0.59,0.78,396.63,81.29,95.59,10.54,0.27,1.45
2017,1,8,4.91,4.99,3.95,0.68,0.91,392.32,94.07,96.57,11.72,0.28,1.41
2017,1,9,2.07,4.86,6.96,0.29,0.38,416.75,42.32,94.87,6.23,0.16,0.9
2017,1,10,2.28,4.69,9.18,0.31,0.42,420.44,46.48,90.74,6.75,0.18,0.96
2017,1,11,2.14,4.91,9.02,0.3,0.39,417.78,43.43,95.84,6.37,0.19,1.02
2017,1,12,3.2,4.87,6.75,0.44,0.59,411.88,64.02,95.46,8.72,0.25,1.37
2017,1,13,1.99,4.86,4.72,0.27,0.36,422.77,41.73,96.05,6.17,0.18,1.02
2017,1,14,2.17,4.78,8.75,0.3,0.39,420.69,45.04,93.7,6.63,0.2,1.13
2017,1,15,4.14,4.93,8.4,0.56,0.74,404.05,80.42,95.2,10.51,0.3,1.64
2017,1,16,4.5,5.15,7.82,0.61,0.8,401.09,87.54,99.88,11.31,0.3,1.62
2017,1,17,2.62,5.03,8.65,0.35,0.47,418.2,52.66,97.68,7.48,0.21,1.18
2017,1,18,4.81,5.23,7.85,0.65,0.85,385.99,92.98,101.19,11.84,0.33,1.77
2017,1,19,5.05,5.32,6.02,0.67,0.89,378.73,96.52,102.13,12.2,0.33,1.76
2017,1,20,4.34,5.27,6.62,0.58,0.76,395.79,84.38,101.48,11.05,0.3,-999
2017,1,21,1.91,4.91,10.46,0.25,0.34,414.03,40,94,5.88,0.16,0.89
2017,1,22,1.99,5.01,10.25,0.27,0.34,414.81,41.65,96.97,6.16,0.19,1.01
2017,1,23,1.62,4.92,10.59,0.21,0.28,411.73,33.9,94.56,5.09,0.15,0.84
2017,1,24,1.51,5.04,10.34,0.2,0.26,411.76,32.06,97.54,4.89,0.15,0.79
2017,1,25,1.82,5.18,8.83,0.23,0.31,408.38,38.66,101.09,5.84,0.17,0.96
2017,1,26,3.88,5.44,8.62,0.5,0.66,403.05,75.76,104.28,10.3,0.29,1.59
2017,1,27,3.17,5.41,9.65,0.41,0.53,410.1,64.02,104.37,9.02,0.25,1.34
2017,1,28,5,5.46,9.12,0.64,0.84,409.07,97.42,106.13,12.62,0.34,1.8
2017,1,29,4.73,5.55,6.78,0.6,0.79,387.7,91.33,106.64,11.92,0.33,1.77
2017,1,30,3.17,5.33,8.22,0.41,0.52,412.84,64.59,104.84,9.13,0.27,1.52
2017,1,31,1.8,5.03,10.38,0.23,0.3,417.58,38.61,98.52,5.82,0.17,0.94
2017,2,1,1.95,5.26,10.44,0.24,0.32,421.2,41.76,103.8,6.34,0.18,0.97
2017,2,2,1.88,5.28,10.95,0.23,0.3,415.8,39.96,102.45,6.02,0.18,0.98
2017,2,3,2.31,5.51,8.77,0.29,0.38,409.45,47.72,107.67,7.08,0.21,1.15
2017,2,4,4.26,5.49,6.99,0.53,0.68,403.88,84.06,106.97,11.23,0.31,1.67
2017,2,5,3.43,5.41,5.71,0.42,0.55,409.15,68.58,104.39,9.54,0.27,1.41
2017,2,6,1.42,5.47,8.34,0.17,0.23,415.87,30.95,106.39,4.87,0.15,0.79
2017,2,7,5.01,5.62,9.55,0.62,0.79,395.58,95.62,106.57,12.38,0.31,1.61
2017,2,8,5.48,5.79,5.64,0.67,0.85,375.31,104.59,110.54,13.38,0.34,1.73
2017,2,9,2.67,5.48,6.82,0.32,0.41,399,53.33,104.09,7.5,0.2,1.02
2017,2,10,2.28,5.05,9.01,0.27,0.35,400.87,45.4,93.34,6.39,0.17,0.89
2017,2,11,1.91,5.33,9,0.23,0.29,399.45,38.16,99.14,5.41,0.15,0.76
2017,2,12,3.27,5.59,8.45,0.39,0.49,401.48,63.1,105.23,8.7,0.23,1.25
2017,2,13,4.66,5.82,8.84,0.55,0.7,387.42,88.83,110.29,11.7,0.34,1.77
2017,2,14,4.39,5.98,9.48,0.52,0.66,385.75,83.74,111.84,11.18,0.32,1.7
2017,2,15,5.07,6.12,8.29,0.59,0.76,377.59,97.58,116.03,12.85,0.36,1.93
2017,2,16,5.77,6.13,6.55,0.68,0.85,372.86,109.73,116.48,14.07,0.38,1.95
2017,2,17,5.51,6.05,6.28,0.64,0.81,380.09,104.9,114.72,13.51,0.37,1.91
2017,2,18,3.17,5.86,7.52,0.37,0.46,408.42,64.41,112.93,9.09,0.26,1.34
2017,2,19,4.03,5.89,9.02,0.47,0.59,414.03,80.76,114.7,11.14,0.32,1.66
2017,2,20,3.63,5.98,5.56,0.41,0.52,416.02,73.76,117.38,10.32,0.28,1.45
2017,2,21,3.72,5.98,4.92,0.42,0.53,420.42,76.11,117.58,10.75,0.3,1.58
2017,2,22,5.95,6.11,6.61,0.68,0.84,401.05,116.53,119.96,15,0.38,1.96
2017,2,23,5.84,6.11,4.02,0.66,0.83,405.45,114.25,119.45,14.77,0.38,1.95
2017,2,24,3.2,6.06,7.57,0.36,0.45,424.34,66.25,117.74,9.54,0.27,1.38
2017,2,25,5.27,6.16,6.45,0.59,0.73,403.47,103.06,118.95,13.59,0.38,1.92
2017,2,26,4.9,6.22,6.34,0.55,0.68,411.06,96.49,120.12,12.94,0.35,1.82
2017,2,27,3.81,6.14,8.82,0.42,0.52,416.19,76.86,118.35,10.7,0.3,1.51
2017,2,28,2.96,6.23,7.04,0.33,0.41,420.46,60.56,120.12,8.9,0.26,1.33
2017,3,1,5.44,6.37,4.84,0.6,0.74,402.66,106.04,122.99,14.1,0.41,2.12
2017,3,2,3.86,6.14,7.4,0.42,0.52,408.48,76.51,116.11,10.52,0.3,1.56
2017,3,3,2.96,5.15,8.12,0.32,0.4,413.33,56.41,92.59,7.24,0.2,1.04
2017,3,4,6.03,6.35,6.6,0.66,0.8,387.05,114.95,120.66,14.78,0.42,2.22
2017,3,5,6.24,6.48,5.45,0.67,0.83,387.94,118.84,123.61,15.27,0.43,2.27
2017,3,6,6.16,6.44,4.66,0.66,0.81,388.18,117.38,122.42,15.05,0.43,2.25
2017,3,7,3.79,5.79,6.96,0.41,0.5,412.12,73.8,107.78,9.54,0.28,1.45
2017,3,8,4.04,5.79,6.62,0.43,0.52,414.66,78.29,108.35,10.18,0.29,1.51
2017,3,9,6.02,6.28,6.88,0.64,0.78,392.69,114.64,119.3,14.57,0.41,2.12
2017,3,10,6.08,6.14,5.75,0.64,0.78,393.22,115.24,116.48,14.55,0.41,2.2
2017,3,11,5.32,6.17,4.08,0.56,0.68,395.05,102.12,117.05,13.13,0.38,1.98
2017,3,12,6.26,6.49,6.01,0.66,0.8,389.05,120.05,124.1,15.34,0.43,2.22
2017,3,13,6.12,6.59,2.36,0.64,0.77,387.91,117.03,125.33,15.07,0.42,2.2
2017,3,14,4.76,6.43,6.11,0.5,0.6,407.22,93.23,122.19,12.45,0.36,1.85
2017,3,15,3.4,6.53,8.38,0.35,0.43,417.6,69.45,124.38,9.94,0.29,1.47
2017,3,16,5.13,6.56,5.94,0.53,0.64,407.62,99.95,124.78,13.17,0.38,1.92
2017,3,17,4.53,6.57,6.2,0.47,0.56,418.63,89.36,125.5,12.09,0.35,1.8
2017,3,18,5.99,6.6,6.8,0.62,0.74,396.52,116.09,126.67,15,0.42,2.16
2017,3,19,6.25,6.68,6.69,0.64,0.77,398.71,121.77,128.98,15.77,0.44,2.28
2017,3,20,6.77,6.88,5.64,0.69,0.83,379.31,129.17,130.95,16.55,0.46,2.39
2017,3,21,6.77,7.06,5.6,0.69,0.83,385.37,130.28,135.05,16.98,0.48,2.56
2017,3,22,2.72,6.81,7.19,0.27,0.33,426.37,58.66,133.41,8.8,0.27,1.41
2017,3,23,5.35,6.9,4.75,0.54,0.65,419.6,107.24,135.02,14.55,0.43,2.19
2017,3,24,6.53,7.02,6.59,0.66,0.79,401.04,127.62,135.75,16.79,0.47,2.41
2017,3,25,6.72,7.04,3.73,0.67,0.8,392.62,130.11,135.6,16.93,0.47,2.42
2017,3,26,4.37,6.6,7.75,0.44,0.52,415.73,87.27,126.15,11.75,0.34,1.74
2017,3,27,3.43,6.29,10.02,0.34,0.41,405.62,68.92,118.24,9.41,0.28,1.43
2017,3,28,5.15,6.57,8.91,0.52,0.61,404.02,101.19,124.84,13.31,0.4,2.05
2017,3,29,5.5,6.94,6.45,0.55,0.65,414.9,108.66,134.01,14.65,0.45,2.35
2017,3,30,6.07,6.99,6.32,0.6,0.71,402.48,119.17,135.06,15.77,0.48,2.48
2017,3,31,6.01,7.02,4.58,0.59,0.7,412.19,118.91,136.05,15.82,0.48,2.48
2017,4,1,1.59,6.48,7.98,0.16,0.19,408.93,35.17,124.15,5.3,0.16,0.82
2017,4,2,5.92,6.94,9.54,0.58,0.69,395.45,112.09,127.92,14.55,0.42,2.18
2017,4,3,6.24,7.32,9.02,0.61,0.72,394.92,119.55,136.87,15.74,0.45,2.28
2017,4,4,5.9,7.21,8.01,0.58,0.68,397.55,114.78,136.5,15.25,0.42,2.17
2017,4,5,6.89,7.13,7.22,0.67,0.79,386.44,131.81,135.45,16.91,0.45,2.28
2017,4,6,6.97,7.12,6.37,0.67,0.8,388.73,134.27,136.45,17.2,0.46,2.4
2017,4,7,7.1,7.22,5.45,0.69,0.81,392.25,137.02,138.62,17.64,0.5,2.62
2017,4,8,6.43,7.25,4.89,0.62,0.73,401.94,126.97,140.77,16.77,0.49,2.58
2017,4,9,7.27,7.32,3.74,0.7,0.82,395.24,141.77,142.39,18.35,0.52,2.77
2017,4,10,7.25,7.33,3.49,0.7,0.82,396.04,140.59,141.55,18.17,0.52,2.76
2017,4,11,6.94,7.16,3.6,0.66,0.78,402.98,135.01,138.2,17.42,0.5,2.62
2017,4,12,5.79,6.9,2.43,0.55,0.65,419.1,114.23,132.74,14.73,0.43,2.24
2017,4,13,2.8,6.73,5.7,0.27,0.31,430.77,59.34,129.84,8.46,0.26,1.34
2017,4,14,5.97,7.16,5.09,0.57,0.66,422.26,118.79,139.28,15.75,0.48,2.57
2017,4,15,6.82,7.25,6.66,0.65,0.76,408.12,133.6,140.3,17.37,0.53,2.79
2017,4,16,6.46,7.41,6.63,0.61,0.72,415.07,128.59,144.78,17.12,0.52,2.78
2017,4,17,7.17,7.41,4.98,0.68,0.8,413.56,141.61,145.1,18.59,0.57,3.07
2017,4,18,6.7,7.28,4.38,0.63,0.74,408.94,132.8,142.59,17.57,0.53,2.82
2017,4,19,6.03,7.17,3.45,0.57,0.66,423.75,121.36,140.91,16.21,0.48,2.52
2017,4,20,5.83,7.34,5.3,0.55,0.64,419.28,115.98,141.91,15.59,0.48,2.52
2017,4,21,7.44,7.59,3.57,0.7,0.81,391.59,144.52,146.14,18.78,0.55,2.94
2017,4,22,4.37,7.4,4.78,0.41,0.48,430.48,90.18,144.83,12.88,0.38,1.97
